dim_is_requested,ds_night,id_listing_anon,id_user_anon,m_effective_daily_price,m_pricing_cleaning_fee,dim_market,dim_lat,dim_lng,dim_room_type,dim_person_capacity,dim_is_instant_bookable,m_checkouts,m_reviews,days_since_last_booking,cancel_policy,image_quality_score,m_total_overall_rating,m_professional_pictures,dim_has_wireless_internet,ds_night_day_of_week,ds_night_day_of_year,ds_checkin_gap,ds_checkout_gap,occ_occupancy_plus_minus_7_ds_night,occ_occupancy_plus_minus_14_ds_night,occ_occupancy_trailing_90_ds,m_minimum_nights,m_maximum_nights,price_booked_most_recent,listing_m_listing_views_2_6_ds_night_decay,general_market_m_unique_searchers_0_6_ds_night,general_market_m_contacts_0_6_ds_night,general_market_m_reservation_requests_0_6_ds_night,m_available_listings_ds_night,list_count
TRUE,7/3/15,109a90b2-9da5-43f5-89eb-463db3652287,5baa8b33-03de-42c9-bb6f-47a39911523e,500,0,San Francisco,37.794086,-122.43109,Entire home/apt,2,FALSE,45,36,7,3,0.15939,175,0,1,5,184,5,7,0.133333333,0.068965517,0.38961039,1,21,350,0.666666667,1092.857143,133.8571429,28.28571429,2304,1
TRUE,7/4/15,f6905bae-8407-48ce-b767-381b378fee18,0757caa1-367a-4ad9-800e-f1b6a4b237b7,185,80,Los Angeles,33.986893,-118.47134,Entire home/apt,2,FALSE,4,1,2,5,0.886478,4,12,1,6,185,5,7,0,0.08,0.45,2,1125,177,1.333333333,2104.857143,467.1428571,79.42857143,8337,1
TRUE,7/2/15,c4696e6d-d603-4e70-90ff-8d075883288e,f2aef2ab-fb2c-4bb9-9054-85af0e418337,214.8,0,Paris,48.84574,2.381056,Entire home/apt,6,FALSE,3,2,11,3,0.862285,7,0,1,4,183,7,7,0,0,0.144736842,2,365,202,0.333333333,2397,676.7142857,144,20407,1
FALSE,7/2/15,016475dd-b86e-4c10-95f2-8d5a335f73e0,80b1d219-7dd3-442f-a411-9d1c4de4434c,65.62612911,0,Paris,48.81676,2.306686,Entire home/apt,3,FALSE,0,0,NA,4,NA,0,0,1,4,183,3,7,0,0,NA,1,1125,NA,0.133333333,2397,676.7142857,144,20407,1
TRUE,7/3/15,9f71134e-6620-458a-80c5-445ef51a2d58,8b7169d9-7c3c-4f69-bdde-2b9d188dea7d,144.4,0,Paris,48.858997,2.358261,Entire home/apt,2,FALSE,2,0,15,5,0.894562,0,0,1,5,184,4,7,0,0,0,5,20,160,1.6,2542,666.4285714,150.2857143,21544,1
FALSE,7/4/15,019ebfd7-8f62-406d-8db8-4c186055c6bf,f41dc2a1-59cc-4d52-9192-5547306c11f8,95.04427827,0,Paris,48.882347,2.331504,Entire home/apt,2,FALSE,2,1,34,5,0.03914,5,0,1,6,185,7,7,0,0,0.538461538,1,15,63,0,2643.285714,692.2857143,156.1428571,22088,1
TRUE,7/7/15,08823906-87dc-4c88-9339-70822a7a5cc9,af691f3d-525e-497c-b9c5-8750b097b04d,59,15,Los Angeles,34.077248,-118.26961,Private room,2,FALSE,78,54,168,5,0.072962,245,0,1,2,188,7,7,0,0,0,1,330,59,0,1768.428571,448.1428571,62.71428571,8965,5
FALSE,7/4/15,2a48e4f2-8d82-4570-929a-eb6be4c53158,5b44c619-95e5-4052-9074-139f87849d1d,135,50,Los Angeles,34.092545,-118.37378,Private room,2,FALSE,0,0,NA,4,0.481777,0,0,1,6,185,7,7,0,0,0,5,1125,NA,0,2104.857143,467.1428571,79.42857143,8337,1
TRUE,7/5/15,2567166a-f0ff-45b3-853b-01ce29883df3,c10c5f9b-b719-4e8b-93e8-99f1cab5a8fc,121.4285714,90,Los Angeles,34.10883,-118.392166,Entire home/apt,3,FALSE,1,1,23,4,0.518921,5,0,1,0,186,4,7,0,0,0.038461538,4,365,205,0.733333333,1837.571429,422.1428571,59.57142857,8809,1
FALSE,7/5/15,a1c3e11c-5f7b-4392-ab7b-6064c1734b83,cf5e60bc-e6ab-4d6b-a32e-b8f1ee008f29,85,0,Los Angeles,34.173847,-118.10144,Private room,2,FALSE,21,11,9,3,0.863346,46,19,1,0,186,7,7,0,0,0.077777778,1,1125,85,0,1837.571429,422.1428571,59.57142857,8809,1
FALSE,7/1/15,417982c0-c24d-4214-8f57-3067e7109a1f,c90badeb-c689-40f1-a3c4-b1cb838e0481,76.9361819,0,Paris,48.848633,2.349386,Entire home/apt,2,FALSE,54,31,6,3,0.947575,130,16,1,3,182,2,7,0.2,0.103448276,0.261904762,1,1125,77,0.466666667,2311,627.5714286,140.2857143,20164,1
TRUE,7/2/15,e2514cf7-e168-403e-912a-cd87427f0748,6862ae73-e23d-4b48-b8d0-affd2d167534,106.8,0,Paris,48.859055,2.3538,Entire home/apt,3,TRUE,1,1,56,5,NA,5,0,1,4,183,2,7,0,0,0.219512195,2,25,86,0.533333333,2397,676.7142857,144,20407,1
TRUE,7/4/15,a995e4f0-1db8-4c60-868c-dfccd13179c8,fd931305-3a84-481f-b2b8-7d3bf70f039f,84.5,0,Paris,48.861523,2.383621,Entire home/apt,2,FALSE,4,3,0,4,0.980396,15,11,1,6,185,2,3,0,0,0.6,2,60,82,0,2643.285714,692.2857143,156.1428571,22088,1
TRUE,7/6/15,c4a81d47-d876-44e8-88b4-fd3e12792a29,944b5070-79cc-43bc-8aa0-d3ff96d2ad09,43.51612903,0,Paris,48.874287,2.352485,Entire home/apt,2,FALSE,0,0,NA,5,NA,0,0,1,1,187,5,7,0,0,NA,3,1125,NA,0.133333333,2471.142857,656.5714286,142.8571429,22228,1
TRUE,7/1/15,f9ca6c9e-fe33-4d5f-a616-828ffe3270a5,bae4027d-ec59-47b9-9fb1-c80e27985d3a,45.20588235,0,San Francisco,37.775303,-122.41587,Shared room,7,FALSE,0,0,0,5,NA,0,0,0,3,182,1,7,0.4,0.448275862,NA,1,1125,47,NA,945.4285714,119.1428571,21.71428571,2285,1
FALSE,7/2/15,2e7c76ec-13e5-4cf3-87d2-8526cca596d4,97d24777-1efa-4173-bb09-9ab8aa8f3ea1,76.5638173,0,Paris,48.887886,2.316875,Private room,1,FALSE,0,0,NA,4,0.106682,0,0,1,4,183,7,7,0,0,0,2,65,NA,0,2397,676.7142857,144,20407,1
FALSE,7/2/15,4d6d9800-51ab-4385-a400-ac9bccdf3ae5,19762dcc-5395-4119-8022-1e8782e73011,76.5638173,0,Paris,48.884438,2.391795,Entire home/apt,2,TRUE,2,1,343,4,0.360275,5,0,1,4,183,7,7,0,0,NA,3,30,95,0,2397,676.7142857,144,20407,1
TRUE,7/4/15,f7044d53-ec62-4128-9e32-0d1130452245,f67fc013-9080-46c4-a683-c1c860ca5972,107.3588874,16.92333774,Paris,48.85875,2.409631,Entire home/apt,4,FALSE,20,12,15,5,NA,58,13,1,6,185,7,7,0,0,0.212765957,3,20,82,2.2,2643.285714,692.2857143,156.1428571,22088,1
FALSE,7/6/15,36027090-c64f-4214-967d-00a38ae6d265,4cc052d1-d4dd-455c-a9f3-152835f8b55c,72.70693563,0,Paris,48.875645,2.351076,Entire home/apt,2,FALSE,14,7,2,3,0.655398,32,0,1,1,187,1,7,0.133333333,0.137931034,0.188235294,1,1125,72,0,2471.142857,656.5714286,142.8571429,22228,1
FALSE,7/7/15,7be647f1-fbc6-4a66-9ef0-37a9033d3123,50d13be0-da93-475d-beb2-f4f652e47818,532.3434807,100.7635956,Paris,48.867275,2.335035,Entire home/apt,10,FALSE,19,14,10,5,0.430896,66,0,1,2,188,1,1,0.8,0.714285714,0.461538462,6,365,589,3.466666667,2447.428571,770.4285714,160.1428571,22289,1
TRUE,7/7/15,9a05a208-0cb5-4f03-9b31-7c700299eebd,c228522c-3905-4521-9ffb-3a97b55342ef,77.70908592,44.45457042,Paris,48.88608,2.345264,Entire home/apt,2,FALSE,31,25,5,5,0.082085,122,0,1,2,188,2,7,0.333333333,0.482758621,0.850574713,3,200,77,0.4,2447.428571,770.4285714,160.1428571,22289,1
TRUE,7/2/15,7d559533-124e-453a-aa22-8afb3a699f85,267e6665-dc14-40e2-a7bd-68b13e6a589c,82.33333333,14,Los Angeles,34.001537,-118.46305,Private room,1,FALSE,29,12,11,4,0.33167,57,0,1,4,183,7,7,0,0.103448276,0.567901235,2,1125,64,0.4,1833.714286,404.2857143,62.28571429,8676,6
FALSE,7/4/15,2211aa06-cf27-4e04-8229-ed61d88d43f3,2d393c4b-912c-4d4b-a6e5-9fd040a8edb8,59.26290292,0,Paris,48.918423,2.279225,Entire home/apt,2,FALSE,1,0,11,3,NA,0,0,0,6,185,0,2,0,0,0.041666667,1,1125,59,0,2643.285714,692.2857143,156.1428571,22088,1
TRUE,7/5/15,b52c3a17-0b22-4a5b-9afc-af5bfdbc6e73,18ced721-321e-4d85-b67b-d2016fb2806f,55.5,0,Paris,48.88309,2.293224,Entire home/apt,2,FALSE,17,9,2,3,0.068618,38,0,0,0,186,7,7,0,0,0.113402062,1,1125,55,0.6,2426.428571,680.4285714,139.7142857,22177,1
TRUE,7/5/15,917616f9-f566-4d3e-96ed-2eb8eed91fad,78a46a22-c320-46f3-8810-34812a662896,30.73684211,0,Los Angeles,34.24603,-118.560715,Shared room,6,FALSE,20,2,12,3,0.709142,9,0,1,0,186,7,7,0,0,0.204081633,1,1125,29,1.933333333,1837.571429,422.1428571,59.57142857,8809,9
FALSE,7/1/15,18ab0972-9111-4d4a-b2b4-ff457519b4d9,790d2043-8137-47c0-9864-cb82f6818cb2,38.46809095,56.09024048,Paris,48.86615,2.371799,Private room,2,FALSE,3,2,187,4,0.396983,10,0,1,3,182,0,7,0,0,NA,3,30,77,0,2311,627.5714286,140.2857143,20164,1
FALSE,7/6/15,dfa285f1-3d5d-49c7-a750-5863d97fa66c,e503b9f5-8e33-4f79-8de2-5b2946eb58f9,106.2639828,55.97977448,Paris,48.851696,2.329372,Entire home/apt,2,FALSE,0,0,15,5,NA,0,0,1,1,187,0,1,0.8,0.827586207,0.75,4,1125,107,0,2471.142857,656.5714286,142.8571429,22228,1
FALSE,7/7/15,7213f156-952d-46e3-a9d2-5300e9ab9a26,2f9e1f70-1326-4687-a430-bb9eead99f12,57.79094154,100.7635956,Paris,48.881104,2.325016,Private room,2,FALSE,0,0,NA,3,0.948798,0,0,1,2,188,0,7,0,0,0,2,1125,NA,0,2447.428571,770.4285714,160.1428571,22289,1
FALSE,7/3/15,d81e60e8-81c9-45e7-b95a-27980f59982b,0057d9e3-3c47-4ff2-9e76-260a79a870cf,600,200,Los Angeles,34.148705,-118.38478,Entire home/apt,5,FALSE,1,1,521,5,0.984597,5,0,1,5,184,7,7,0,0,0,1,1125,600,0.8,2047.571429,439.4285714,74,8411,1
FALSE,7/3/15,186bff65-5bbd-4c44-9a96-2d41793e0b83,d05ffe8b-ffe0-4883-ac87-0ad392df5cdd,99.17136854,0,Paris,49.068027,2.141311,Private room,2,FALSE,14,8,5,5,0.734631,38,0,1,5,184,7,7,0,0,0.093023256,1,1125,98,0,2542,666.4285714,150.2857143,21544,1
FALSE,7/3/15,94cb1ca0-b850-461b-9045-4a15b209a4a8,d3adc860-784e-41c9-b3cc-4b9d0b03db9d,200.5465453,0,Paris,48.892136,2.421012,Entire home/apt,9,TRUE,19,5,17,5,NA,21,27,1,5,184,0,0,0.769230769,0.733333333,0.526315789,3,30,207,0,2542,666.4285714,150.2857143,21544,1
FALSE,7/7/15,f220d4d6-9908-458d-aa07-de8e46487680,a46040ab-489e-4819-8c7f-e999a5a75356,72.23867693,0,Paris,48.885025,2.295397,Entire home/apt,2,FALSE,0,0,NA,3,NA,0,0,1,2,188,7,7,0,0,0,1,1125,NA,0,2447.428571,770.4285714,160.1428571,22289,1
FALSE,7/5/15,b6f37dd4-3e1b-4ee4-ad99-77b23651938d,943f5488-9112-47b0-bc4a-03ff5a60e07f,125,0,Los Angeles,33.984276,-118.46931,Shared room,1,FALSE,9,9,156,3,0.044285,39,0,1,0,186,3,7,0,0,0,1,2,75,0,1837.571429,422.1428571,59.57142857,8809,1
TRUE,7/2/15,f9ca6c9e-fe33-4d5f-a616-828ffe3270a5,bae4027d-ec59-47b9-9fb1-c80e27985d3a,45.20588235,0,San Francisco,37.775303,-122.41587,Shared room,7,FALSE,0,0,1,5,NA,0,0,0,4,183,2,7,0.333333333,0.413793103,NA,1,1125,47,NA,1006,126.8571429,25,2311,1
FALSE,7/1/15,24cab8c8-b994-4688-87a8-ea827452106d,8b715ff1-8d4b-46c9-94e9-999d7d40df2e,65.94529877,22.43609619,Paris,48.899677,2.285148,Private room,2,FALSE,1,1,19,4,0.986934,5,0,1,3,182,7,7,0,0,0.033333333,1,7,67,0,2311,627.5714286,140.2857143,20164,1
TRUE,7/1/15,f2387459-2fcb-48b6-95f3-6b66d2b8d539,831eca74-87ac-4a53-be9e-b3174c9ecdd6,93.5,0,Paris,48.88431,2.27525,Entire home/apt,2,TRUE,17,11,0,3,0.281611,51,0,1,3,182,1,0,0.666666667,0.724137931,0.739583333,2,365,105,0.266666667,2311,627.5714286,140.2857143,20164,1
TRUE,7/5/15,2926812c-af00-490f-a232-38ff1da97c12,663dece9-0618-405c-a2bf-bef6005a40b1,89.06171113,38.87657773,Paris,48.890305,2.324531,Entire home/apt,4,TRUE,84,33,16,3,0.785894,127,4,1,0,186,7,7,0,0,0.652777778,2,1125,95,0.6,2426.428571,680.4285714,139.7142857,22177,6
TRUE,7/2/15,b79c25a5-4ece-4141-ad80-d2b9856f049f,9e8312b6-92d6-493f-9e98-ef5be883b701,60,40,Los Angeles,34.09289,-118.26007,Private room,2,FALSE,21,16,5,4,0.148786,78,0,1,4,183,2,7,0,0.052631579,0.804878049,1,1125,50,0.133333333,1833.714286,404.2857143,62.28571429,8676,1
TRUE,7/4/15,c520a567-df07-4cc3-bd43-1eea4adb405d,20fd2b67-01b1-41a0-86af-9df0e9a55850,64.02857143,0,Los Angeles,34.04248,-118.47081,Private room,1,FALSE,13,5,93,4,0.326021,25,0,1,6,185,7,7,0,0,0,1,1125,94,1.6,2104.857143,467.1428571,79.42857143,8337,1
FALSE,7/1/15,56ba1de5-9945-4646-99a5-53718f3cbfc7,ff555553-c591-40a8-abcf-50f103c4aa99,142.8814807,0,Paris,48.88333,2.344779,Entire home/apt,4,FALSE,0,0,NA,3,NA,0,0,1,3,182,7,7,0,0,0,1,1125,NA,0,2311,627.5714286,140.2857143,20164,1
FALSE,7/1/15,61d6fb2c-87c5-4531-a35c-b4460eecfe91,39d7fd76-9be7-443b-b899-0ded618a749d,87.92706503,0,Paris,48.851826,2.823433,Private room,2,FALSE,0,0,226,3,0.47042,0,0,1,3,182,7,7,0,0,0,1,1125,102,0,2311,627.5714286,140.2857143,20164,1
TRUE,7/2/15,0d6f4f4c-693c-4379-8cf9-664759fcea9c,4ad10310-5591-4b60-b3c5-8ead307d7be6,99.67896279,27.96311164,Paris,48.875336,2.316939,Private room,3,FALSE,1,1,0,4,0.342018,5,0,1,4,183,2,7,0,0.038461538,0.15625,1,1125,88,0,2397,676.7142857,144,20407,1
FALSE,7/2/15,9221d7bb-ccda-450f-b0de-81ec9bbd3b2c,3ce2f3c5-b5f1-4d29-8009-1f3b35e87057,79.84512376,0,Paris,48.889175,2.320277,Entire home/apt,2,FALSE,60,19,3,3,0.892466,75,9,1,4,183,7,7,0,0,0.144736842,2,10,80,0,2397,676.7142857,144,20407,1
TRUE,7/6/15,e95d96cc-2b21-4df5-8b88-107556c4c14f,029467cc-12da-4430-ae12-e0ef02a210d3,147,65,San Francisco,37.752586,-122.41418,Entire home/apt,4,TRUE,108,52,1,5,0.913662,204,0,1,1,187,7,6,0.066666667,0.310344828,0.925925926,2,28,170,1.133333333,927.5714286,122.5714286,26.14285714,2304,1
TRUE,7/4/15,3de38521-9ec9-4947-91ce-a1f95c6eae65,b5bdbd33-6025-4ab5-9243-0714806e8b6c,628.3333333,150,Los Angeles,34.117954,-118.3829,Entire home/apt,6,FALSE,38,28,28,5,0.285072,136,0,1,6,185,0,7,0,0.086956522,0.620689655,2,90,662,0,2104.857143,467.1428571,79.42857143,8337,1
FALSE,7/2/15,c6d1b090-c39f-4a32-b20d-cd65b99cbb17,db60ff56-afac-4962-8da3-daa1602fb509,75.47004848,0,Paris,48.87974,2.423522,Private room,2,FALSE,0,0,236,3,0.831845,0,0,1,4,183,7,7,0,0,0,2,90,41,0.133333333,2397,676.7142857,144,20407,2
TRUE,7/4/15,ee88cda6-ecc0-4c93-bffb-c0edb8f202f0,21dbce6c-ecc9-42f1-aa86-8d5ec731d43e,127.7177748,33.84667548,Paris,48.8689,2.374696,Entire home/apt,2,FALSE,33,19,10,4,0.252697,89,14,1,6,185,3,3,0.466666667,0.518518519,0.590361446,1,1125,107,3.6,2643.285714,692.2857143,156.1428571,22088,1
FALSE,7/7/15,fda0d61e-e23a-4cb8-98ab-4300418d2635,4c4c5d3f-1aee-427a-9d3b-0bbb783877a6,73.35004119,33.58786774,Paris,48.888012,2.324372,Entire home/apt,3,FALSE,5,3,14,3,0.97185,13,15,1,2,188,7,7,0,0,0.243902439,2,15,67,0.2,2447.428571,770.4285714,160.1428571,22289,1
FALSE,7/7/15,73540857-f858-4cdb-9bf4-dfbdb3324cf6,8be90067-0380-4a1d-a0d9-e3cc7db61cd2,85,45,Los Angeles,34.2006,-118.46978,Entire home/apt,2,FALSE,3,2,12,5,NA,10,0,1,2,188,7,7,0,0,0.105263158,1,1125,85,0.133333333,1768.428571,448.1428571,62.71428571,8965,1
FALSE,7/5/15,44cf38f1-c921-4fad-a5fe-e2337491492a,09525bdd-1b73-4cfa-9080-ec0a97cd1ee4,428.5529099,56.09024048,Paris,48.864452,2.364981,Entire home/apt,2,FALSE,6,5,16,5,0.913155,25,0,1,0,186,4,7,0.2,0.172413793,0.1125,2,30,399,0,2426.428571,680.4285714,139.7142857,22177,1
FALSE,7/2/15,6934817d-1ec1-45ab-8cf0-29f8a28f50ad,0d8d91f1-cbc1-42a3-9c70-d96f3a1e9a8c,84.22019903,33.65414429,Paris,48.877563,2.352441,Private room,2,FALSE,0,0,NA,5,0.157031,0,0,1,4,183,7,7,0,0,0,2,1125,NA,0,2397,676.7142857,144,20407,1
TRUE,7/6/15,f956bf37-4179-4b78-87de-c13a977297b3,d5c087b4-6f22-41d5-b0ec-b456ed4213d6,63.90152668,11.1816798,Paris,48.87563,2.385851,Entire home/apt,3,FALSE,4,3,23,4,0.10698,13,0,1,1,187,7,7,0,0,0.280898876,4,30,67,0,2471.142857,656.5714286,142.8571429,22228,1
FALSE,7/1/15,b8a31547-b314-43cd-b7fe-fb47a5855523,d7ff71d6-dd54-4906-b9b8-1fbb475e874e,135,0,Los Angeles,33.9877,-118.47249,Private room,2,FALSE,1,0,215,5,0.280593,0,0,1,3,182,7,7,0,0,0,1,1125,118,0,1658.142857,367.7142857,47.85714286,8955,9
TRUE,7/2/15,87776cdf-ce0a-4464-bb40-5ce82b930340,28692da6-4237-475e-814a-1d706803b42d,73.2,0,Paris,48.796375,2.130951,Shared room,2,FALSE,1,1,375,3,0.763617,5,19,1,4,183,7,7,0,0,0,1,10,89,0,2397,676.7142857,144,20407,1
TRUE,7/7/15,18ab0972-9111-4d4a-b2b4-ff457519b4d9,790d2043-8137-47c0-9864-cb82f6818cb2,36.24272619,56.30091666,Paris,48.86615,2.371799,Private room,2,FALSE,3,2,193,4,0.397021,10,0,1,2,188,6,7,0,0,NA,3,30,77,0.466666667,2447.428571,770.4285714,160.1428571,22289,1
FALSE,7/7/15,703e7a8f-a04b-4f7d-a257-23c06b2f4e93,f5e51cf3-f8c4-41fb-bd9c-1a7e4dbc0343,105,0,Los Angeles,33.827057,-118.31632,Private room,2,FALSE,1,0,197,4,0.970766,0,18,1,2,188,7,7,0,0,0,1,1125,100,0.666666667,1768.428571,448.1428571,62.71428571,8965,2
FALSE,7/4/15,2ea152ae-07ae-47ec-8c24-9279e8da9f08,af63679e-14a4-40a5-b6c3-f8a025bf43d9,145.3618374,0,Paris,48.853542,2.350848,Entire home/apt,2,FALSE,1,1,662,4,0.545473,4,0,0,6,185,3,7,0,0,0,2,14,147,0.333333333,2643.285714,692.2857143,156.1428571,22088,1
TRUE,7/4/15,e029c91b-c766-4eee-ba35-5dd807f09b8e,c24e5538-f6cb-48ca-bfe5-6263812c6719,55.89608924,33.51955379,Paris,48.887028,2.37175,Entire home/apt,2,TRUE,68,45,0,5,0.359153,212,0,1,6,185,4,7,0.2,0.275862069,0.793478261,3,30,64,0.666666667,2643.285714,692.2857143,156.1428571,22088,1
TRUE,7/6/15,c6ef290a-ba1e-4a4b-9703-d901a45a2bdf,816a0180-c03d-406c-b1df-7e1f51011614,101.6,60,Los Angeles,34.029713,-118.45404,Entire home/apt,2,TRUE,23,15,13,5,0.944224,68,0,1,1,187,7,7,0,0,0.709677419,1,1125,120,1.533333333,1779.857143,413.8571429,55.28571429,8984,2
TRUE,7/2/15,167e4705-c220-4916-853e-3fda70e0d434,64c0b401-3604-49e1-94b0-5dba7f7ff724,62.06406689,6.743732423,Paris,48.86998,2.382077,Private room,3,TRUE,3,1,0,4,NA,4,0,1,4,183,7,6,0,0.19047619,0.470588235,2,30,60,1.466666667,2397,676.7142857,144,20407,1
FALSE,7/5/15,759d11b4-19cf-4b3d-8b83-1f8d5cf3e1e1,3eb13b31-f6d6-42b7-9549-3f8cf41d96f9,72.1773322,44.96327209,Paris,48.873676,2.384823,Entire home/apt,3,FALSE,1,0,298,3,0.00599,0,0,1,0,186,6,7,0,0,NA,6,190,45,0,2426.428571,680.4285714,139.7142857,22177,1
FALSE,7/2/15,35876f38-6826-46ea-b5a2-f8611f3534d2,80fd3971-e232-40f0-8f2d-2c36abaa85c1,450,170,San Francisco,37.78862,-122.44005,Entire home/apt,6,FALSE,38,19,10,5,0.443591,88,23,1,4,183,1,4,0.533333333,0.482758621,0.694444444,2,28,375,0,1006,126.8571429,25,2311,1
TRUE,7/5/15,e19d39c2-f09f-47c6-844d-1a925d347796,666a39ab-a6d6-41ca-8944-5374bff42f32,385.7142857,150,San Francisco,37.759823,-122.393,Entire home/apt,6,FALSE,7,6,204,4,0.989301,30,15,1,0,186,7,7,0,0,0,7,60,386,0,959.8571429,124.7142857,25.28571429,2371,1
FALSE,7/1/15,afee003d-977a-4d92-bce1-cea36527fd24,09113e39-3059-40f5-9dc1-2e6071856322,180,150,Los Angeles,34.10481,-118.33788,Entire home/apt,2,FALSE,21,10,38,5,0.841821,45,13,1,3,182,7,7,0,0.24137931,NA,3,30,150,0,1658.142857,367.7142857,47.85714286,8955,1
TRUE,7/5/15,5e2823c3-adc1-4504-b2ab-d9aa6c5b084b,12e52587-ee93-4377-8985-a2839717105e,98,40,Los Angeles,34.153854,-118.42553,Private room,2,TRUE,16,15,6,5,0.897782,72,11,1,0,186,4,1,0.125,0.125,0.561403509,2,28,102,0.266666667,1837.571429,422.1428571,59.57142857,8809,1
TRUE,7/5/15,ce09c6ca-33db-4972-9b2c-88aed500308c,9a095216-3413-45b8-b686-9dbc418bcd05,57.15384615,0,Los Angeles,34.084778,-117.89627,Private room,2,FALSE,2,2,164,4,0.98614,10,20,1,0,186,7,7,0,0,0,1,1125,99,1.2,1837.571429,422.1428571,59.57142857,8809,1
TRUE,7/4/15,3d451361-8179-4a8f-9627-ad66a1489cc2,15ce3eaf-9861-4ea1-976a-7af636d743de,84.75,0,Paris,48.88594,2.325535,Entire home/apt,2,FALSE,25,14,9,5,0.523802,66,0,1,6,185,7,5,0,0,0.857142857,2,30,72,0,2643.285714,692.2857143,156.1428571,22088,1
TRUE,7/5/15,4492cbce-d908-4b4e-80f1-659f3d939ad2,76a5dd8c-7bd0-489f-bf9a-a409c9027baa,699,80,Los Angeles,33.891144,-118.411804,Entire home/apt,6,FALSE,5,3,234,5,0.703256,12,44,1,0,186,7,7,0,0,0,4,365,707,1.466666667,1837.571429,422.1428571,59.57142857,8809,1
FALSE,7/6/15,792fa699-4481-418a-887b-486fe82836d3,4dfb47e9-993e-4828-8fc9-ec77b9e04b95,350,240,Los Angeles,33.99907,-118.47846,Entire home/apt,6,FALSE,7,2,95,5,0.943079,9,22,1,1,187,7,4,0.2,0.344827586,NA,30,1125,161,0,1779.857143,413.8571429,55.28571429,8984,3
FALSE,7/7/15,fe787d8b-4051-447a-8d76-f3d514643c40,d7ff71d6-dd54-4906-b9b8-1fbb475e874e,45,0,Los Angeles,33.98803,-118.47253,Shared room,16,FALSE,59,18,4,5,0.550415,44,0,1,2,188,7,4,0.133333333,0.103448276,0.075268817,1,7,45,0,1768.428571,448.1428571,62.71428571,8965,9
FALSE,7/3/15,671a55d2-8aac-4b38-9268-9147f55194fc,2a215cc9-d216-45be-a482-82a072105748,120,100,San Francisco,37.763725,-122.43976,Entire home/apt,2,FALSE,1,0,101,5,0.356659,0,0,1,5,184,2,1,0,0,0.928571429,30,1125,112,0,1092.857143,133.8571429,28.28571429,2304,1
FALSE,7/7/15,4a6c93b5-3d70-4bf2-a328-1d26249032cc,865215f7-0581-4ee9-b9f8-61e634b257e7,97,50,Los Angeles,34.058796,-118.42529,Private room,1,FALSE,0,0,NA,5,0.690626,0,0,1,2,188,7,7,0,0,0,90,730,NA,0,1768.428571,448.1428571,62.71428571,8965,1
TRUE,7/2/15,7dd2dbb8-c932-4d54-ada5-ef51c08750c0,d0472591-46c7-412d-b24e-445c813f9053,78,0,Paris,48.89497,2.349435,Private room,3,FALSE,115,72,2,5,0.318776,319,0,1,4,183,7,7,0,0.103448276,0.229508197,2,1125,77,0.466666667,2397,676.7142857,144,20407,1
TRUE,7/4/15,2508d379-a0a7-404e-8027-178b907ea6ac,bddfcaea-a6b1-4dad-8c2d-8c4b091513ae,61.72748031,33.54503939,Paris,48.83782,2.294726,Private room,1,FALSE,7,7,2,5,0.563927,33,0,1,6,185,3,4,0.466666667,0.535714286,0.5,2,1125,60,0.6,2643.285714,692.2857143,156.1428571,22088,1
FALSE,7/6/15,621f5535-0bbc-4c5d-a134-30deade5b83a,23c21e49-9b26-4a26-93f8-a610a34404e2,178.9709185,67.17573547,Paris,48.85685,2.358165,Entire home/apt,6,TRUE,25,9,4,5,0.182731,26,0,1,1,187,7,1,0.230769231,0.2,0.365853659,3,1125,176,7.866666667,2471.142857,656.5714286,142.8571429,22228,2
FALSE,7/4/15,e6c1a973-48a1-486b-8915-15ae75c3ffa3,dd9cb9dc-91ad-419d-898f-0bbc6f551bb1,30,0,Los Angeles,34.08238,-118.37999,Entire home/apt,2,FALSE,0,0,NA,3,0.037528,0,0,1,6,185,7,7,0,0,0,30,35,NA,0,2104.857143,467.1428571,79.42857143,8337,1
TRUE,7/6/15,d90d8940-9cc1-4027-af69-ff0d78faba5e,68e1235e-3be4-4dc8-a3b9-6badaa5dbcff,64.64285714,50,San Francisco,37.78362,-122.43019,Private room,1,TRUE,11,6,181,5,0.119032,27,0,1,1,187,7,7,0,0,0,1,28,80,0,927.5714286,122.5714286,26.14285714,2304,1
FALSE,7/3/15,0a412676-0423-4bad-b1ad-9cfddd1360f2,c8a6e64a-3895-4510-81c6-6d2340deff9b,91,50,Los Angeles,33.993416,-118.45499,Private room,2,FALSE,4,2,4,5,0.943325,9,16,1,5,184,7,7,0,0,0.08045977,1,1125,100,0.133333333,2047.571429,439.4285714,74,8411,3
FALSE,7/3/15,49bf8e61-6e25-4c6d-a2fe-387bd31c65c4,fd0055de-a13a-4c12-9b78-7834973abb02,105,100,Los Angeles,34.071907,-118.26234,Private room,2,FALSE,0,0,NA,3,0.137091,0,0,1,5,184,7,7,0,0,NA,1,1125,NA,0,2047.571429,439.4285714,74,8411,1
